longitude,latitude,routine,start_at,user_id,end_at,weekday
127.3565913,36.3654283,INDOOR,2019-04-30 19:00:00+09:00,P3019,2019-04-30 19:15:00+09:00,1
127.3565624,36.3654016,INDOOR,2019-04-30 19:15:00+09:00,P3019,2019-04-30 19:30:00+09:00,1
127.3565598,36.3653732,INDOOR,2019-05-01 00:45:00+09:00,P3019,2019-05-01 01:00:00+09:00,2
127.356617,36.3653249,INDOOR,2019-05-01 03:15:00+09:00,P3019,2019-05-01 03:30:00+09:00,2
127.3565653,36.3653916,INDOOR,2019-05-01 05:00:00+09:00,P3019,2019-05-01 05:15:00+09:00,2
127.3564882,36.365464,INDOOR,2019-05-01 08:00:00+09:00,P3019,2019-05-01 08:15:00+09:00,2
127.3565659,36.3653998,INDOOR,2019-05-01 08:15:00+09:00,P3019,2019-05-01 08:30:00+09:00,2
127.356564,36.3653443,INDOOR,2019-05-01 08:45:00+09:00,P3019,2019-05-01 09:00:00+09:00,2
127.356564,36.3653443,INDOOR,2019-05-01 09:00:00+09:00,P3019,2019-05-01 09:15:00+09:00,2
127.3565681,36.3653856,INDOOR,2019-05-01 09:15:00+09:00,P3019,2019-05-01 09:30:00+09:00,2
127.3564995,36.3654956,INDOOR,2019-05-01 09:30:00+09:00,P3019,2019-05-01 09:45:00+09:00,2
127.3565422,36.3654175,INDOOR,2019-05-01 11:45:00+09:00,P3019,2019-05-01 12:00:00+09:00,2
127.3565349,36.3652178,INDOOR,2019-05-01 12:00:00+09:00,P3019,2019-05-01 12:15:00+09:00,2
127.3565601,36.3654564,INDOOR,2019-05-01 12:45:00+09:00,P3019,2019-05-01 13:00:00+09:00,2
127.3565571,36.3653758,INDOOR,2019-05-01 16:15:00+09:00,P3019,2019-05-01 16:30:00+09:00,2
127.3565535,36.3653829,INDOOR,2019-05-01 18:15:00+09:00,P3019,2019-05-01 18:30:00+09:00,2
127.3565806,36.3653455,INDOOR,2019-05-01 21:00:00+09:00,P3019,2019-05-01 21:15:00+09:00,2
127.3565541,36.3653823,INDOOR,2019-05-01 23:00:00+09:00,P3019,2019-05-01 23:15:00+09:00,2
127.3565598,36.3653732,INDOOR,2019-05-02 07:00:00+09:00,P3019,2019-05-02 07:15:00+09:00,3
127.356554,36.3653835,INDOOR,2019-05-02 08:15:00+09:00,P3019,2019-05-02 08:30:00+09:00,3
127.3565631,36.3653148,INDOOR,2019-05-02 22:30:00+09:00,P3019,2019-05-02 22:45:00+09:00,3
127.3565646,36.3653752,INDOOR,2019-05-03 02:45:00+09:00,P3019,2019-05-03 03:00:00+09:00,4
127.3565644,36.3653692,INDOOR,2019-05-03 03:00:00+09:00,P3019,2019-05-03 03:15:00+09:00,4
127.3565624,36.365354,INDOOR,2019-05-03 03:15:00+09:00,P3019,2019-05-03 03:30:00+09:00,4
127.3565736,36.3653854,INDOOR,2019-05-03 03:45:00+09:00,P3019,2019-05-03 04:00:00+09:00,4
127.3565602,36.3653657,INDOOR,2019-05-03 04:15:00+09:00,P3019,2019-05-03 04:30:00+09:00,4
127.3565429,36.3653594,INDOOR,2019-05-03 05:30:00+09:00,P3019,2019-05-03 05:45:00+09:00,4
127.3565602,36.3653657,INDOOR,2019-05-03 08:00:00+09:00,P3019,2019-05-03 08:15:00+09:00,4
127.3565627,36.365382,INDOOR,2019-05-04 02:15:00+09:00,P3019,2019-05-04 02:30:00+09:00,5
127.3565276,36.3654467,INDOOR,2019-05-04 07:45:00+09:00,P3019,2019-05-04 08:00:00+09:00,5
127.356422,36.3655344,INDOOR,2019-05-04 09:45:00+09:00,P3019,2019-05-04 10:00:00+09:00,5
127.3565574,36.3653819,INDOOR,2019-05-04 10:15:00+09:00,P3019,2019-05-04 10:30:00+09:00,5
127.356566,36.3653637,INDOOR,2019-05-04 10:30:00+09:00,P3019,2019-05-04 10:45:00+09:00,5
127.3565568,36.3653774,INDOOR,2019-05-04 10:45:00+09:00,P3019,2019-05-04 11:00:00+09:00,5
127.3564077,36.3657169,INDOOR,2019-05-04 18:30:00+09:00,P3019,2019-05-04 18:45:00+09:00,5
127.3565441,36.3654738,INDOOR,2019-05-04 21:30:00+09:00,P3019,2019-05-04 21:45:00+09:00,5
127.3565509,36.3653942,INDOOR,2019-05-05 10:45:00+09:00,P3019,2019-05-05 11:00:00+09:00,6
127.3564226,36.3656162,INDOOR,2019-05-05 11:30:00+09:00,P3019,2019-05-05 11:45:00+09:00,6
127.3565142,36.3654035,INDOOR,2019-05-05 16:00:00+09:00,P3019,2019-05-05 16:15:00+09:00,6
