longitude,latitude,routine,start_at,user_id,end_at,weekday
127.3576799,36.3738394,INDOOR,2019-04-30 09:30:00+09:00,P3022,2019-04-30 09:45:00+09:00,1
127.3577113,36.3738835,INDOOR,2019-04-30 09:45:00+09:00,P3022,2019-04-30 10:00:00+09:00,1
127.3576947,36.3738265,INDOOR,2019-04-30 10:00:00+09:00,P3022,2019-04-30 10:15:00+09:00,1
127.3576965,36.3738268,INDOOR,2019-04-30 10:45:00+09:00,P3022,2019-04-30 11:00:00+09:00,1
127.3624418,36.3701893,CLASS,2019-04-30 13:00:00+09:00,P3022,2019-04-30 13:15:00+09:00,1
127.3624426,36.3702609,CLASS,2019-04-30 14:15:00+09:00,P3022,2019-04-30 14:30:00+09:00,1
127.3624131,36.3702846,CLASS,2019-04-30 15:30:00+09:00,P3022,2019-04-30 15:45:00+09:00,1
127.3585214,36.373496,MEAL,2019-04-30 15:45:00+09:00,P3022,2019-04-30 16:00:00+09:00,1
127.3577688,36.373831,INDOOR,2019-04-30 16:15:00+09:00,P3022,2019-04-30 16:30:00+09:00,1
127.3576678,36.3738168,INDOOR,2019-04-30 17:45:00+09:00,P3022,2019-04-30 18:00:00+09:00,1
127.3620811,36.3712416,MEAL,2019-04-30 18:15:00+09:00,P3022,2019-04-30 18:30:00+09:00,1
127.3622067,36.3711725,MEAL,2019-04-30 18:30:00+09:00,P3022,2019-04-30 18:45:00+09:00,1
127.3624269,36.3703936,CLASS,2019-04-30 20:45:00+09:00,P3022,2019-04-30 21:00:00+09:00,1
127.358981,36.3734116,MEAL,2019-05-01 08:45:00+09:00,P3022,2019-05-01 09:00:00+09:00,2
127.362462,36.3704387,CLASS,2019-05-01 09:15:00+09:00,P3022,2019-05-01 09:30:00+09:00,2
127.3623656,36.3703597,CLASS,2019-05-01 10:00:00+09:00,P3022,2019-05-01 10:15:00+09:00,2
127.3624312,36.3704064,CLASS,2019-05-01 14:00:00+09:00,P3022,2019-05-01 14:15:00+09:00,2
127.3623235,36.3703972,CLASS,2019-05-01 14:15:00+09:00,P3022,2019-05-01 14:30:00+09:00,2
127.3623931,36.3703597,CLASS,2019-05-01 15:45:00+09:00,P3022,2019-05-01 16:00:00+09:00,2
127.3577064,36.3738352,INDOOR,2019-05-01 17:15:00+09:00,P3022,2019-05-01 17:30:00+09:00,2
127.3576907,36.3738201,INDOOR,2019-05-01 17:30:00+09:00,P3022,2019-05-01 17:45:00+09:00,2
127.3577052,36.3738468,INDOOR,2019-05-02 08:30:00+09:00,P3022,2019-05-02 08:45:00+09:00,3
127.3633823,36.3702364,CLASS,2019-05-02 12:30:00+09:00,P3022,2019-05-02 12:45:00+09:00,3
127.363281,36.3703002,CLASS,2019-05-02 12:45:00+09:00,P3022,2019-05-02 13:00:00+09:00,3
127.3624644,36.3702196,CLASS,2019-05-02 13:00:00+09:00,P3022,2019-05-02 13:15:00+09:00,3
127.3623554,36.3702778,CLASS,2019-05-02 15:30:00+09:00,P3022,2019-05-02 15:45:00+09:00,3
127.3576937,36.3738277,INDOOR,2019-05-02 16:15:00+09:00,P3022,2019-05-02 16:30:00+09:00,3
127.3576709,36.3738325,INDOOR,2019-05-02 17:15:00+09:00,P3022,2019-05-02 17:30:00+09:00,3
127.3576597,36.3738299,INDOOR,2019-05-02 17:30:00+09:00,P3022,2019-05-02 17:45:00+09:00,3
127.3604741,36.3741978,STUDY,2019-05-02 18:15:00+09:00,P3022,2019-05-02 18:30:00+09:00,3
127.3604186,36.3742092,STUDY,2019-05-02 18:30:00+09:00,P3022,2019-05-02 18:45:00+09:00,3
127.3604294,36.3742808,STUDY,2019-05-02 19:00:00+09:00,P3022,2019-05-02 19:15:00+09:00,3
127.3604277,36.3742818,STUDY,2019-05-02 19:15:00+09:00,P3022,2019-05-02 19:30:00+09:00,3
127.3603697,36.3742959,STUDY,2019-05-02 20:00:00+09:00,P3022,2019-05-02 20:15:00+09:00,3
127.3604449,36.3742501,STUDY,2019-05-02 20:15:00+09:00,P3022,2019-05-02 20:30:00+09:00,3
127.3625088,36.3704571,CLASS,2019-05-03 11:45:00+09:00,P3022,2019-05-03 12:00:00+09:00,4
127.3634831,36.370386,CLASS,2019-05-03 12:00:00+09:00,P3022,2019-05-03 12:15:00+09:00,4
127.3635327,36.3702017,CLASS,2019-05-03 12:30:00+09:00,P3022,2019-05-03 12:45:00+09:00,4
127.3635064,36.370388,CLASS,2019-05-03 12:45:00+09:00,P3022,2019-05-03 13:00:00+09:00,4
127.3635621,36.3703457,CLASS,2019-05-03 13:45:00+09:00,P3022,2019-05-03 14:00:00+09:00,4
127.363456,36.3702747,CLASS,2019-05-03 14:00:00+09:00,P3022,2019-05-03 14:15:00+09:00,4
127.3574838,36.3737796,INDOOR,2019-05-03 14:15:00+09:00,P3022,2019-05-03 14:30:00+09:00,4
