longitude,latitude,routine,start_at,user_id,end_at,weekday
127.3663419,36.3714047,INDOOR,2019-04-30 09:45:00+09:00,P3025,2019-04-30 10:00:00+09:00,1
127.3664169,36.3714197,INDOOR,2019-04-30 10:00:00+09:00,P3025,2019-04-30 10:15:00+09:00,1
127.3661866,36.3712786,INDOOR,2019-04-30 10:15:00+09:00,P3025,2019-04-30 10:30:00+09:00,1
127.3655276,36.3689902,CLASS,2019-04-30 10:45:00+09:00,P3025,2019-04-30 11:00:00+09:00,1
127.3655276,36.3689902,CLASS,2019-04-30 11:00:00+09:00,P3025,2019-04-30 11:15:00+09:00,1
127.3641919,36.3688933,CLASS,2019-04-30 11:15:00+09:00,P3025,2019-04-30 11:30:00+09:00,1
127.3655276,36.3689902,CLASS,2019-04-30 11:30:00+09:00,P3025,2019-04-30 11:45:00+09:00,1
127.3648205,36.3687506,CLASS,2019-04-30 11:45:00+09:00,P3025,2019-04-30 12:00:00+09:00,1
127.364836,36.3687249,CLASS,2019-04-30 12:00:00+09:00,P3025,2019-04-30 12:15:00+09:00,1
127.3638293,36.3689989,CLASS,2019-04-30 12:30:00+09:00,P3025,2019-04-30 12:45:00+09:00,1
127.3648032,36.3687826,CLASS,2019-04-30 13:30:00+09:00,P3025,2019-04-30 13:45:00+09:00,1
127.3649186,36.3688172,CLASS,2019-04-30 13:45:00+09:00,P3025,2019-04-30 14:00:00+09:00,1
127.3643469,36.3686138,CLASS,2019-04-30 16:15:00+09:00,P3025,2019-04-30 16:30:00+09:00,1
127.3648436,36.3687285,CLASS,2019-04-30 18:00:00+09:00,P3025,2019-04-30 18:15:00+09:00,1
127.364889,36.3688089,CLASS,2019-04-30 18:30:00+09:00,P3025,2019-04-30 18:45:00+09:00,1
127.3648868,36.368889,CLASS,2019-04-30 21:00:00+09:00,P3025,2019-04-30 21:15:00+09:00,1
127.3648111,36.3687761,CLASS,2019-05-01 00:15:00+09:00,P3025,2019-05-01 00:30:00+09:00,2
127.3649296,36.3688308,CLASS,2019-05-01 00:45:00+09:00,P3025,2019-05-01 01:00:00+09:00,2
127.3661758,36.3713412,INDOOR,2019-05-01 01:00:00+09:00,P3025,2019-05-01 01:15:00+09:00,2
127.3664465,36.3714633,INDOOR,2019-05-01 02:45:00+09:00,P3025,2019-05-01 03:00:00+09:00,2
127.3664492,36.3714738,INDOOR,2019-05-01 06:15:00+09:00,P3025,2019-05-01 06:30:00+09:00,2
127.3663342,36.3713973,INDOOR,2019-05-01 09:30:00+09:00,P3025,2019-05-01 09:45:00+09:00,2
127.3664466,36.3714651,INDOOR,2019-05-01 09:45:00+09:00,P3025,2019-05-01 10:00:00+09:00,2
127.3648997,36.3688231,CLASS,2019-05-01 10:30:00+09:00,P3025,2019-05-01 10:45:00+09:00,2
127.3648591,36.3686945,CLASS,2019-05-01 11:00:00+09:00,P3025,2019-05-01 11:15:00+09:00,2
127.3648889,36.3688081,CLASS,2019-05-01 11:15:00+09:00,P3025,2019-05-01 11:30:00+09:00,2
127.3638253,36.3689919,CLASS,2019-05-01 11:30:00+09:00,P3025,2019-05-01 11:45:00+09:00,2
127.3638016,36.3690363,CLASS,2019-05-01 11:45:00+09:00,P3025,2019-05-01 12:00:00+09:00,2
127.3651937,36.36882,CLASS,2019-05-01 12:30:00+09:00,P3025,2019-05-01 12:45:00+09:00,2
127.3641919,36.3688933,CLASS,2019-05-01 13:15:00+09:00,P3025,2019-05-01 13:30:00+09:00,2
127.3648594,36.3687042,CLASS,2019-05-01 13:30:00+09:00,P3025,2019-05-01 13:45:00+09:00,2
127.3651937,36.36882,CLASS,2019-05-01 13:45:00+09:00,P3025,2019-05-01 14:00:00+09:00,2
127.3648317,36.3687196,CLASS,2019-05-01 14:00:00+09:00,P3025,2019-05-01 14:15:00+09:00,2
127.3648985,36.3686669,CLASS,2019-05-01 14:15:00+09:00,P3025,2019-05-01 14:30:00+09:00,2
127.3648226,36.3687516,CLASS,2019-05-01 14:45:00+09:00,P3025,2019-05-01 15:00:00+09:00,2
127.3638127,36.3690215,CLASS,2019-05-01 15:00:00+09:00,P3025,2019-05-01 15:15:00+09:00,2
127.3641919,36.3688933,CLASS,2019-05-01 15:15:00+09:00,P3025,2019-05-01 15:30:00+09:00,2
127.3648204,36.3687406,CLASS,2019-05-01 16:30:00+09:00,P3025,2019-05-01 16:45:00+09:00,2
127.3648543,36.3687025,CLASS,2019-05-01 17:45:00+09:00,P3025,2019-05-01 18:00:00+09:00,2
127.3663977,36.3709583,INDOOR,2019-05-01 18:00:00+09:00,P3025,2019-05-01 18:15:00+09:00,2
127.3664134,36.3713726,INDOOR,2019-05-01 18:15:00+09:00,P3025,2019-05-01 18:30:00+09:00,2
127.3648324,36.3687365,CLASS,2019-05-01 19:45:00+09:00,P3025,2019-05-01 20:00:00+09:00,2
127.3650657,36.3688466,CLASS,2019-05-01 20:00:00+09:00,P3025,2019-05-01 20:15:00+09:00,2
127.3655486,36.369093,CLASS,2019-05-01 20:15:00+09:00,P3025,2019-05-01 20:30:00+09:00,2
127.3664473,36.3714653,INDOOR,2019-05-02 00:00:00+09:00,P3025,2019-05-02 00:15:00+09:00,3
127.3664585,36.3714116,INDOOR,2019-05-02 00:30:00+09:00,P3025,2019-05-02 00:45:00+09:00,3
127.366519,36.3714602,INDOOR,2019-05-02 00:45:00+09:00,P3025,2019-05-02 01:00:00+09:00,3
127.3664496,36.3714729,INDOOR,2019-05-02 09:15:00+09:00,P3025,2019-05-02 09:30:00+09:00,3
127.364875,36.3687983,CLASS,2019-05-02 10:00:00+09:00,P3025,2019-05-02 10:15:00+09:00,3
127.3651937,36.36882,CLASS,2019-05-02 10:45:00+09:00,P3025,2019-05-02 11:00:00+09:00,3
127.3648447,36.3687169,CLASS,2019-05-02 11:30:00+09:00,P3025,2019-05-02 11:45:00+09:00,3
127.3648289,36.3687315,CLASS,2019-05-02 11:45:00+09:00,P3025,2019-05-02 12:00:00+09:00,3
127.3648017,36.368782,CLASS,2019-05-02 13:15:00+09:00,P3025,2019-05-02 13:30:00+09:00,3
127.3649101,36.3688026,CLASS,2019-05-02 15:15:00+09:00,P3025,2019-05-02 15:30:00+09:00,3
127.3651937,36.36882,CLASS,2019-05-02 15:30:00+09:00,P3025,2019-05-02 15:45:00+09:00,3
127.364829,36.3687584,CLASS,2019-05-02 15:45:00+09:00,P3025,2019-05-02 16:00:00+09:00,3
127.3648574,36.3687112,CLASS,2019-05-02 16:45:00+09:00,P3025,2019-05-02 17:00:00+09:00,3
127.3648856,36.3688029,CLASS,2019-05-02 17:00:00+09:00,P3025,2019-05-02 17:15:00+09:00,3
127.3651278,36.368813,CLASS,2019-05-02 17:15:00+09:00,P3025,2019-05-02 17:30:00+09:00,3
127.3649227,36.3688193,CLASS,2019-05-02 18:00:00+09:00,P3025,2019-05-02 18:15:00+09:00,3
127.3651937,36.36882,CLASS,2019-05-02 18:15:00+09:00,P3025,2019-05-02 18:30:00+09:00,3
127.3648966,36.3688092,CLASS,2019-05-02 21:45:00+09:00,P3025,2019-05-02 22:00:00+09:00,3
127.3572684,36.3636124,MEAL,2019-05-02 22:00:00+09:00,P3025,2019-05-02 22:15:00+09:00,3
127.3572293,36.3636712,MEAL,2019-05-02 22:30:00+09:00,P3025,2019-05-02 22:45:00+09:00,3
127.35721,36.3637452,MEAL,2019-05-02 23:00:00+09:00,P3025,2019-05-02 23:15:00+09:00,3
127.3663863,36.3714497,INDOOR,2019-05-02 23:30:00+09:00,P3025,2019-05-02 23:45:00+09:00,3
127.3664325,36.3714659,INDOOR,2019-05-02 23:45:00+09:00,P3025,2019-05-03 00:00:00+09:00,3
127.3664046,36.3714516,INDOOR,2019-05-03 07:00:00+09:00,P3025,2019-05-03 07:15:00+09:00,4
127.3664051,36.3714243,INDOOR,2019-05-03 07:15:00+09:00,P3025,2019-05-03 07:30:00+09:00,4
127.3664321,36.3714663,INDOOR,2019-05-03 08:15:00+09:00,P3025,2019-05-03 08:30:00+09:00,4
