longitude,latitude,routine,start_at,user_id,end_at,weekday
127.3567488,36.373735,INDOOR,2019-04-30 10:15:00+09:00,P3021,2019-04-30 10:30:00+09:00,1
127.3611328,36.3654085,CLASS,2019-04-30 10:30:00+09:00,P3021,2019-04-30 10:45:00+09:00,1
127.3611403,36.3654413,CLASS,2019-04-30 10:45:00+09:00,P3021,2019-04-30 11:00:00+09:00,1
127.3612799,36.3655996,CLASS,2019-04-30 11:45:00+09:00,P3021,2019-04-30 12:00:00+09:00,1
127.3612443,36.3659615,CLASS,2019-04-30 13:00:00+09:00,P3021,2019-04-30 13:15:00+09:00,1
127.3612713,36.365351,CLASS,2019-04-30 13:15:00+09:00,P3021,2019-04-30 13:30:00+09:00,1
127.3613059,36.3653671,CLASS,2019-04-30 14:00:00+09:00,P3021,2019-04-30 14:15:00+09:00,1
127.3612933,36.3653689,CLASS,2019-04-30 15:00:00+09:00,P3021,2019-04-30 15:15:00+09:00,1
127.362171,36.3702063,CLASS,2019-04-30 16:00:00+09:00,P3021,2019-04-30 16:15:00+09:00,1
127.3604923,36.3739461,STUDY,2019-04-30 17:30:00+09:00,P3021,2019-04-30 17:45:00+09:00,1
127.3603796,36.3741666,STUDY,2019-04-30 18:30:00+09:00,P3021,2019-04-30 18:45:00+09:00,1
127.3603866,36.3741394,STUDY,2019-04-30 19:00:00+09:00,P3021,2019-04-30 19:15:00+09:00,1
127.3604046,36.3742,STUDY,2019-04-30 19:15:00+09:00,P3021,2019-04-30 19:30:00+09:00,1
127.3603844,36.3741524,STUDY,2019-04-30 19:45:00+09:00,P3021,2019-04-30 20:00:00+09:00,1
127.3604127,36.3741835,STUDY,2019-04-30 21:15:00+09:00,P3021,2019-04-30 21:30:00+09:00,1
127.360351,36.3741502,STUDY,2019-04-30 22:15:00+09:00,P3021,2019-04-30 22:30:00+09:00,1
127.3565704,36.3737785,INDOOR,2019-04-30 22:30:00+09:00,P3021,2019-04-30 22:45:00+09:00,1
127.356351,36.374038,INDOOR,2019-04-30 23:00:00+09:00,P3021,2019-04-30 23:15:00+09:00,1
127.3563692,36.3740468,INDOOR,2019-04-30 23:15:00+09:00,P3021,2019-04-30 23:30:00+09:00,1
127.356377,36.3740546,INDOOR,2019-04-30 23:45:00+09:00,P3021,2019-05-01 00:00:00+09:00,1
127.3563672,36.3740458,INDOOR,2019-05-01 00:00:00+09:00,P3021,2019-05-01 00:15:00+09:00,2
127.3563878,36.3740722,INDOOR,2019-05-01 00:30:00+09:00,P3021,2019-05-01 00:45:00+09:00,2
127.3563503,36.3740372,INDOOR,2019-05-01 00:45:00+09:00,P3021,2019-05-01 01:00:00+09:00,2
127.3563717,36.3740419,INDOOR,2019-05-01 01:00:00+09:00,P3021,2019-05-01 01:15:00+09:00,2
127.3563679,36.374046,INDOOR,2019-05-01 01:15:00+09:00,P3021,2019-05-01 01:30:00+09:00,2
127.3563598,36.3740451,INDOOR,2019-05-01 02:15:00+09:00,P3021,2019-05-01 02:30:00+09:00,2
127.3563595,36.3740456,INDOOR,2019-05-01 02:30:00+09:00,P3021,2019-05-01 02:45:00+09:00,2
127.3564102,36.3740663,INDOOR,2019-05-01 03:45:00+09:00,P3021,2019-05-01 04:00:00+09:00,2
127.356371,36.3740416,INDOOR,2019-05-01 06:30:00+09:00,P3021,2019-05-01 06:45:00+09:00,2
127.3613292,36.3655993,CLASS,2019-05-01 11:15:00+09:00,P3021,2019-05-01 11:30:00+09:00,2
127.3612896,36.3656248,CLASS,2019-05-01 11:30:00+09:00,P3021,2019-05-01 11:45:00+09:00,2
127.3563767,36.3740545,INDOOR,2019-05-01 16:45:00+09:00,P3021,2019-05-01 17:00:00+09:00,2
127.3564277,36.3738953,INDOOR,2019-05-01 17:45:00+09:00,P3021,2019-05-01 18:00:00+09:00,2
127.3567589,36.3737361,INDOOR,2019-05-01 22:00:00+09:00,P3021,2019-05-01 22:15:00+09:00,2
127.3564315,36.3741263,INDOOR,2019-05-02 00:00:00+09:00,P3021,2019-05-02 00:15:00+09:00,3
127.3563868,36.3740744,INDOOR,2019-05-02 00:15:00+09:00,P3021,2019-05-02 00:30:00+09:00,3
127.3563506,36.3740377,INDOOR,2019-05-02 03:00:00+09:00,P3021,2019-05-02 03:15:00+09:00,3
