longitude,latitude,routine,start_at,user_id,end_at,weekday
127.3627486,36.3703312,CLASS,2019-05-01 16:30:00+09:00,P3024,2019-05-01 16:45:00+09:00,2
127.3627565,36.3703386,CLASS,2019-05-01 16:45:00+09:00,P3024,2019-05-01 17:00:00+09:00,2
127.3628728,36.3700197,CLASS,2019-05-01 17:30:00+09:00,P3024,2019-05-01 17:45:00+09:00,2
127.3627676,36.3703418,CLASS,2019-05-01 18:15:00+09:00,P3024,2019-05-01 18:30:00+09:00,2
127.362915,36.3701802,CLASS,2019-05-01 18:30:00+09:00,P3024,2019-05-01 18:45:00+09:00,2
127.3629639,36.3701549,CLASS,2019-05-02 17:15:00+09:00,P3024,2019-05-02 17:30:00+09:00,3
127.3568247,36.374097,INDOOR,2019-05-02 18:00:00+09:00,P3024,2019-05-02 18:15:00+09:00,3
127.3572264,36.3734969,INDOOR,2019-05-02 18:15:00+09:00,P3024,2019-05-02 18:30:00+09:00,3
127.3569276,36.3740412,INDOOR,2019-05-02 19:15:00+09:00,P3024,2019-05-02 19:30:00+09:00,3
127.3628728,36.3690551,STUDY,2019-05-02 21:15:00+09:00,P3024,2019-05-02 21:30:00+09:00,3
127.3628846,36.3689422,STUDY,2019-05-02 21:30:00+09:00,P3024,2019-05-02 21:45:00+09:00,3
127.3627694,36.3691101,STUDY,2019-05-03 00:30:00+09:00,P3024,2019-05-03 00:45:00+09:00,4
127.3571787,36.3734937,INDOOR,2019-05-03 01:00:00+09:00,P3024,2019-05-03 01:15:00+09:00,4
127.3568238,36.3740973,INDOOR,2019-05-03 01:30:00+09:00,P3024,2019-05-03 01:45:00+09:00,4
127.356819,36.374087,INDOOR,2019-05-03 10:30:00+09:00,P3024,2019-05-03 10:45:00+09:00,4
127.3568919,36.3740694,INDOOR,2019-05-03 10:45:00+09:00,P3024,2019-05-03 11:00:00+09:00,4
127.3567263,36.3740736,INDOOR,2019-05-03 12:30:00+09:00,P3024,2019-05-03 12:45:00+09:00,4
127.3571787,36.3734937,INDOOR,2019-05-03 14:30:00+09:00,P3024,2019-05-03 14:45:00+09:00,4
127.3568713,36.3740762,INDOOR,2019-05-03 15:15:00+09:00,P3024,2019-05-03 15:30:00+09:00,4
127.362793,36.3691118,STUDY,2019-05-03 16:30:00+09:00,P3024,2019-05-03 16:45:00+09:00,4
127.3628537,36.3689007,STUDY,2019-05-03 18:15:00+09:00,P3024,2019-05-03 18:30:00+09:00,4
127.3628495,36.3689897,STUDY,2019-05-03 18:30:00+09:00,P3024,2019-05-03 18:45:00+09:00,4
127.3600436,36.3731114,MEAL,2019-05-03 19:00:00+09:00,P3024,2019-05-03 19:15:00+09:00,4
127.3599665,36.3731427,MEAL,2019-05-03 19:15:00+09:00,P3024,2019-05-03 19:30:00+09:00,4
127.3569045,36.3740666,INDOOR,2019-05-06 16:45:00+09:00,P3024,2019-05-06 17:00:00+09:00,0
127.356949,36.3740034,INDOOR,2019-05-06 17:00:00+09:00,P3024,2019-05-06 17:15:00+09:00,0
127.3568235,36.3741161,INDOOR,2019-05-06 17:30:00+09:00,P3024,2019-05-06 17:45:00+09:00,0
127.3568241,36.3740954,INDOOR,2019-05-06 18:00:00+09:00,P3024,2019-05-06 18:15:00+09:00,0
127.3571787,36.3734937,INDOOR,2019-05-06 18:15:00+09:00,P3024,2019-05-06 18:30:00+09:00,0
127.356814,36.374101,INDOOR,2019-05-06 18:30:00+09:00,P3024,2019-05-06 18:45:00+09:00,0
127.3571787,36.3734937,INDOOR,2019-05-06 19:30:00+09:00,P3024,2019-05-06 19:45:00+09:00,0
127.3568242,36.374097,INDOOR,2019-05-06 19:45:00+09:00,P3024,2019-05-06 20:00:00+09:00,0
127.3568754,36.3740837,INDOOR,2019-05-06 20:30:00+09:00,P3024,2019-05-06 20:45:00+09:00,0
127.3602751,36.3741948,STUDY,2019-05-06 21:30:00+09:00,P3024,2019-05-06 21:45:00+09:00,0
