longitude,latitude,routine,start_at,user_id,end_at,weekday
127.3624646,36.3702498,CLASS,2019-04-30 09:00:00+09:00,P3028,2019-04-30 09:15:00+09:00,1
127.362463,36.37022,CLASS,2019-04-30 10:00:00+09:00,P3028,2019-04-30 10:15:00+09:00,1
127.3624616,36.370414,CLASS,2019-04-30 10:15:00+09:00,P3028,2019-04-30 10:30:00+09:00,1
127.3623759,36.3704694,CLASS,2019-04-30 12:00:00+09:00,P3028,2019-04-30 12:15:00+09:00,1
127.3575312,36.3737649,INDOOR,2019-04-30 12:15:00+09:00,P3028,2019-04-30 12:30:00+09:00,1
127.3576375,36.373818,INDOOR,2019-04-30 12:45:00+09:00,P3028,2019-04-30 13:00:00+09:00,1
127.3602776,36.3735366,INDOOR,2019-04-30 13:00:00+09:00,P3028,2019-04-30 13:15:00+09:00,1
127.359193,36.3736491,INDOOR,2019-04-30 14:30:00+09:00,P3028,2019-04-30 14:45:00+09:00,1
127.3606571,36.37299,INDOOR,2019-04-30 15:30:00+09:00,P3028,2019-04-30 15:45:00+09:00,1
127.3605874,36.3730721,INDOOR,2019-04-30 16:30:00+09:00,P3028,2019-04-30 16:45:00+09:00,1
127.3606405,36.373044,INDOOR,2019-04-30 16:45:00+09:00,P3028,2019-04-30 17:00:00+09:00,1
127.3606271,36.3730515,INDOOR,2019-04-30 18:00:00+09:00,P3028,2019-04-30 18:15:00+09:00,1
127.3605989,36.373158,INDOOR,2019-04-30 18:15:00+09:00,P3028,2019-04-30 18:30:00+09:00,1
127.3598646,36.3741007,MEAL,2019-04-30 18:30:00+09:00,P3028,2019-04-30 18:45:00+09:00,1
127.3600058,36.3741577,MEAL,2019-04-30 18:45:00+09:00,P3028,2019-04-30 19:00:00+09:00,1
127.3605927,36.3730651,INDOOR,2019-04-30 19:45:00+09:00,P3028,2019-04-30 20:00:00+09:00,1
127.3598793,36.3741504,MEAL,2019-04-30 22:00:00+09:00,P3028,2019-04-30 22:15:00+09:00,1
127.3587751,36.3734959,INDOOR,2019-04-30 22:15:00+09:00,P3028,2019-04-30 22:30:00+09:00,1
127.3575672,36.3738337,INDOOR,2019-04-30 23:15:00+09:00,P3028,2019-04-30 23:30:00+09:00,1
127.3605559,36.373262,INDOOR,2019-05-01 00:15:00+09:00,P3028,2019-05-01 00:30:00+09:00,2
127.3605445,36.373283,INDOOR,2019-05-01 00:45:00+09:00,P3028,2019-05-01 01:00:00+09:00,2
127.3605479,36.3732732,INDOOR,2019-05-01 01:00:00+09:00,P3028,2019-05-01 01:15:00+09:00,2
127.3621466,36.370062,CLASS,2019-05-01 01:15:00+09:00,P3028,2019-05-01 01:30:00+09:00,2
127.3627917,36.3691837,STUDY,2019-05-01 03:45:00+09:00,P3028,2019-05-01 04:00:00+09:00,2
127.3627926,36.3691826,STUDY,2019-05-01 04:00:00+09:00,P3028,2019-05-01 04:15:00+09:00,2
127.3627926,36.3691813,STUDY,2019-05-01 04:15:00+09:00,P3028,2019-05-01 04:30:00+09:00,2
127.3627997,36.3691766,STUDY,2019-05-01 04:45:00+09:00,P3028,2019-05-01 05:00:00+09:00,2
127.3627994,36.3691767,STUDY,2019-05-01 05:00:00+09:00,P3028,2019-05-01 05:15:00+09:00,2
127.3627959,36.369171,STUDY,2019-05-01 05:45:00+09:00,P3028,2019-05-01 06:00:00+09:00,2
127.362793,36.3691818,STUDY,2019-05-01 06:00:00+09:00,P3028,2019-05-01 06:15:00+09:00,2
127.3627919,36.3691831,STUDY,2019-05-01 06:30:00+09:00,P3028,2019-05-01 06:45:00+09:00,2
